130080	SUPERINT.FED.DE AGRIC.,PEC.E ABASTECIMENTO/GO	20	22101
130083	SUPERINT.FED.DE AGRIC.,PEC.E ABASTECIMENTO/RO	20	22101
130088	SUPERINT.FED.DE AGRIC.,PEC.E ABASTECIMENTO/AC	20	22101
130090	SUPERINT.FED.DE AGRIC.,PEC.E ABASTECIMENTO/AM	20	22101
130093	SUPERINT.FED.DE AGRIC.,PEC.E ABASTECIMENTO/RR	20	22101
130094	SUPERINT.FED.DE AGRIC.,PEC.E ABASTECIMENTO/PA	20	22101
130100	SUPERINT.FED.DE AGRIC.,PEC.E ABASTECIMENTO/AP	20	22101
130102	LABORATORIO NACIONAL AGROPECUARIO/SP	20	22101
130103	LABORATORIO NACIONAL AGROPECUARIO/RS	20	22101
130122	COMISSAO EXEC.DO PLANO DA LAV.CACAUEIRA/BA-AD	20	22101
130125	COMISSAO EXEC.DO PLANO DA LAV.CACAUEIRA/ES	20	22101
130126	COMISSAO EXEC.DO PLANO DA LAV.CACAUEIRA/PA	20	22101
130127	COMISSAO EXEC.DO PLANO DA LAV.CACAUEIRA/AM	20	22101
130128	COMISSAO EXEC.DO PLANO DA LAV.CACAUEIRA/RO	20	22101
130132	COMISSAO EXEC.DO PLANO DA LAV.CACAUEIRA/BA	20	22101
130133	COMISSAO EXEC.DO PLANO DA LAV.CACAUEIRA/BA	20	22101
280106	SECRETARIA DE PRODUCAO E AGROENERGIA	20	22101
420012	SECRETARIA DE POLITICA AGRICOLA	20	22101
420013	SECRETARIA DO PRODUTOR RURAL E COOPERATIVISMO	20	22101
135001	EMBRAPA/CPAF-RONDONIA	20	22202
135002	EMBRAPA/CPAF-ACRE	20	22202
135005	EMBRAPA/CPAF-RORAIMA	20	22202
135006	EMBRAPA/CPATU	20	22202
135007	EMBRAPA/CNPASA	20	22202
135008	EMBRAPA/CPAF-AMAPA	20	22202
135009	EMBRAPA/CPAMN	20	22202
135010	EMBRAPA/CNPC	20	22202
135011	EMBRAPA/CNPA	20	22202
135012	EMBRAPA/CPATSA	20	22202
135013	EMBRAPA/CPATC	20	22202
135014	EMBRAPA/CNPMF	20	22202
135015	EMBRAPA/CNPGL	20	22202
135016	EMBRAPA/CNPMS	20	22202
135017	EMBRAPA/CNPGC	20	22202
135018	EMBRAPA/CPAP	20	22202
135019	EMBRAPA/CPAO	20	22202
135020	EMBRAPA/CTAA	20	22202
135021	EMBRAPA/CNPS	20	22202
135022	EMBRAPA/CPAMT	20	22202
135023	EMBRAPA/CNPAB	20	22202
135024	EMBRAPA/CPPSE	20	22202
135025	EMBRAPA/CNPMA	20	22202
135026	EMBRAPA/CNPDIA	20	22202
135027	EMBRAPA/CNPTIA	20	22202
135028	EMBRAPA/CNPF	20	22202
135029	EMBRAPA/CNPSO	20	22202
135030	EMBRAPA/CNPSA	20	22202
135031	EMBRAPA/CPACT	20	22202
135032	EMBRAPA/CNPT	20	22202
135033	EMBRAPA/CNPUV	20	22202
135035	EMBRAPA/CPPSUL	20	22202
135036	EMBRAPA/CNPAF	20	22202
135038	EMBRAPA/CENARGEN	20	22202
135039	EMBRAPA/CPAC	20	22202
135040	EMBRAPA/CNPH	20	22202
135041	EMBRAPA/SPM	20	22202
135042	EMBRAPA/UEP/RECIFE	20	22202
135046	EMBRAPA/DAF-CAF	20	22202
135048	EMBRAPA/CNPAT	20	22202
135049	EMBRAPA/CPAA	20	22202
135050	EMBRAPA/CNPM	20	22202
135064	EMBRAPA/SPM±ESCRITORIO CAPAO DO LEAO	20	22202
135065	EMBRAPA/SPM-ESCRITORIO PASSO FUNDO	20	22202
135066	EMBRAPA/SPM- ESCRITORIO DE CANOINHAS	20	22202
135067	EMBRAPA/SPM- ESCRITORIO PONTA GROSSA	20	22202
135068	EMBRAPA/SPM- ESCRITORIO DE LONDRINA	20	22202
135070	EMBRAPA/SPM- ESCRITORIO DE DOURADOS	20	22202
135071	EMBRAPA/SPM - ESCRITORIO DE GOIANIA	20	22202
135072	EMBRAPA/SPM - ESCRITORIO DE BRASILIA	20	22202
135073	EMBRAPA/SPM - ESCRITORIO DE SETE LAGOAS	20	22202
135074	EMBRAPA/SPM - ESCRITORIO DE RONDONOPOLIS	20	22202
135078	EMBRAPA/SPM- ESCRITORIO DE IMPERATRIZ	20	22202
135081	EMBRAPA/SCT	20	22202
135082	EMBRAPA/CPACP	20	22202
135091	EMBRAPA/GESTAO TERRITORIAL	20	22202
135096	EMBRAPA/SPM-ESCRITORIO DO TRIANGULO MINEIRO	20	22202
135045	CONAB SEDE SUREG AMAZONAS	20	22211
135100	COMPANHIA NACIONAL DE ABASTECIMENTO	8	22211
135101	CONAB SEDE SUREG BAHIA	8	22211
135115	CONAB SEDE SUREG CEARA	20	22211
135141	CONAB SEDE SUREG GOIAS	8	22211
135170	CONAB SEDE SUREG MARANHAO	20	22211
135182	CONAB SEDE SUREG MINAS GERAIS	8	22211
135192	CONAB SEDE SUREG MATO GROSSO DO SUL	8	22211
135209	CONAB SEDE SUREG MATO GROSSO	8	22211
135242	CONAB SEDE SUREG PARA	8	22211
135265	CONAB SEDE SUREG PARANA	8	22211
135284	CONAB SEDE SUREG SANTA CATARINA	20	22211
135285	CONAB SEDE SUREG PERNAMBUCO	20	22211
135305	CONAB SEDE SUREG RIO DE JANEIRO	8	22211
135315	CONAB SEDE SUREG RIO GRANDE DO SUL	20	22211
135325	CONAB - SEDE SUREG SAO PAULO	8	22211
135337	CONAB SEDE SUREG TOCANTINS	20	22211
135345	CONAB SEDE/SUREG PI	8	22211
135457	CONAB SEDE SUREG RIO GRANDE DO NORTE	8	22211
135458	CONAB SEDE SUREG ES	8	22211
135461	CONAB SEDE SUREG RONDONIA	20	22211
135476	CONAB SEDE SUREG PARAIBA	20	22211
135586	CONAB SEDE SUREG ALAGOAS	20	22211
135587	CONAB SEDE SUREG RORAIMA	20	22211
135605	CONAB SEDE SUREG ACRE	8	22211
240101	COORDENACAO-GERAL DE RECURSOS LOGISTICOS	19	24101
240104	INSTITUTO NACIONAL DE TECNOLOGIA - INT	19	24101
240105	INSTIT.NACIONAL DE PESQUISA DA AMAZONIA - MCT	12	24101
240106	INSTIT.NAC.DE PESQ.ESPACIAIS-S.J.CAMPOS - MCT	19	24101
240114	INSTITUTO NACIONAL DO SEMIARIDO - INSA	19	24101
240115	SECRETARIA DE DESENVOLV. TECNOLOG. E INOVACAO	19	24101
240120	CENTRO BRASILEIRO DE PESQUISAS FISICAS	19	24101
240121	INST.BRAS.DE INFORM. EM CIENCIA E TECNOLOGIA	19	24101
240123	LABORATORIO NACIONAL DE COMPUTACAO CIENTIFICA	19	24101
240124	MUSEU DE ASTRONOMIA E CIENCIAS AFINS	19	24101
240125	MUSEU PARAENSE EMILIO GOELDI	19	24101
240126	OBSERVATORIO NACIONAL	19	24101
240127	CENTRO DE TECNOLOGIA MINERAL	19	24101
240128	LABORATORIO NACIONAL DE ASTROFISICA	19	24101
240224	CENTRO NAC.DE MONIT.E ALERT.DE DESASTRES NATU	19	24101
364102	CONSELHO NAC DE DESENV CIENT E TECNOLOGICO	19	24201
113201	COMISSAO NACIONAL DE ENERGIA NUCLEAR-SEDE	19	24204
113202	COMISSAO NACIONAL DE ENERGIA NUCLEAR-IPEN	19	24204
113204	COMISSAO NACIONAL DE ENERGIA NUCLEAR-IRD	19	24204
113205	COMISSAO NACIONAL DE ENERGIA NUCLEAR-CDTN	19	24204
113210	COMISSAO NACIONAL DE ENERGIA NUCLEAR-LAPOC	19	24204
203001	AGENCIA ESPACIAL BRASILEIRA/AEB	19	24205
113206	INDUSTRIAS NUCLEARES DO BRASIL S/A - INB	19	24206
113208	NUCLEBRAS EQUIPAMENTOS PESADOS S/A-NUCLEP	19	24207
245209	CENTRO NAC DE TECN ELETRONICA AVANCADA S/A	19	24209
170004	SECRETARIA DE ACOMPANHAMENTO ECONOMICO/MF	4	25101
170007	COORD.-GERAL DE DESENVOL.INSTITUCIONAL-CODIN/	4	25101
170038	SUPERINTENDêNCIA DE ADMINISTRAçãO DO MF/CE	4	25101
170045	SUPERINTENDêNCIA DE ADMINISTRAçãO DO MF/RN	4	25101
170050	SUPERINTENDêNCIA DE ADMINISTRAçãO DO MF/PB	4	25101
170055	SUPERINTENDêNCIA DE ADMINISTRAçãO DO MF/PE	4	25101
170064	SUPERINTENDêNCIA DE ADMINISTRAçãO DO MF/AL	4	25101
170069	SUPERINTENDêNCIA DE ADMINISTRAçãO DO MF/SE	4	25101
170075	SUPERINTENDêNCIA DE ADMINISTRAçãO DO MF/BA	4	25101
170085	SUPERINTENDêNCIA DE ADMINISTRAçãO DO MF/MG	4	25101
170100	SUPERINTENDêNCIA DE ADMINISTRAçãO DO MF/ES	4	25101
170106	SUPERINTENDêNCIA DE ADMINISTRAçãO DO MF/MS	4	25101
170114	SUPERINTENDêNCIA DE ADMINISTRAçãO DO MF/RJ	4	25101
170131	SUPERINTENDêNCIA DE ADMINISTRAçãO DO MF/SP	4	25101
170153	SUPERINTENDêNCIA DE ADMINISTRAçãO DO MF/PR	4	25101
170166	SUPERINTENDêNCIA DE ADMINISTRAçãO DO MF/SC	4	25101
170175	SUPERINTENDêNCIA DE ADMINISTRAçãO DO MF/RS	4	25101
170191	SECRETARIA DE ASSUNTOS INTERNACIONAIS	4	25101
170195	SUPERINTENDêNCIA DE ADMINISTRAçãO DO MF/GO	4	25101
170214	SUPERINTENDêNCIA DE ADMINISTRAçãO DO MF/PA	4	25101
170250	SECRETARIA DE POLITICA ECONOMICA	4	25101
170479	CONSELHO ADMINISTRATIVO DE RECURSOS FISCAIS	4	25101
170531	SUPERINTENDÊNCIA DE ADMINISTRAÇÃO DO MF/DF	4	25101
170010	SECRETARIA DA RECEITA FEDERAL DO BRASIL-RFB	4	25103
170018	SUPERITENDENCIA REGIONAL DA RFB NA 1A RF	4	25103
170019	DELEGACIA DA RFB EM BRASILIA	4	25103
170020	ALFANDEGA DA RFB AEROP.INTERNAC.DE BRASILIA	4	25103
170028	DELEGACIA DA RFB EM SAO LUIS	4	25103
170030	DELEGACIA DA RFB EM IMPERATRIZ	4	25103
170035	DELEGACIA DA RFB EM TERESINA	4	25103
170040	SUPERINTENDENCIA REGIONAL DA RFB NA 3A RF	4	25103
170041	DELEGACIA DA RFB EM FORTALEZA	4	25103
170042	DELEGACIA DA RFB EM JUAZEIRO DO NORTE	4	25103
170047	DELEGACIA DA RFB EM NATAL	4	25103
170052	DELEGACIA DA RFB EM JOAO PESSOA	4	25103
170058	SUPERINTENDENCIA REGIONAL DA RFB NA 4A RF	4	25103
170059	DELEGACIA DA RFB EM RECIFE	4	25103
170060	DELEGACIA DA RFB EM CARUARU	4	25103
170061	INSPETORIA DA RFB EM RECIFE	4	25103
170066	DELEGACIA DA RFB EM MACEIO	4	25103
170072	DELEGACIA DA RFB EM ARACAJU	4	25103
170078	SUPERINTENDENCIA REGIONAL DA RFB NA 5A RF	4	25103
170079	DELEGACIA DA RFB EM SALVADOR	4	25103
170080	DELEGACIA DA RFB EM FEIRA DE SANTANA	4	25103
170081	DELEGACIA DA RFB EM VITORIA DA CONQUISTA	4	25103
170088	SUPERINTENDENCIA REGIONAL DA RFB NA 6A RF	4	25103
170089	DELEGACIA DA RFB EM BELO HORIZONTE	4	25103
170091	DELEGACIA DA RFB EM GOVERNADOR VALADARES	4	25103
170092	DELEGACIA DA RFB EM JUIZ DE FORA	4	25103
170093	DELEGACIA DA RFB EM UBERABA	4	25103
170094	DELEGACIA DA RFB EM VARGINHA	4	25103
170095	DELEGACIA DA RFB EM DIVINOPOLIS	4	25103
170096	DELEGACIA DA RFB EM MONTES CLAROS	4	25103
170097	DELEGACIA DA RFB EM UBERLANDIA	4	25103
170102	ALFANDEGA DA RFB PORTO DE VITORIA	4	25103
170103	DELEGACIA DA RFB EM VITORIA	4	25103
170108	ALFANDEGA DA RFB PORTO DE FORTALEZA	4	25103
170109	DELEGACIA DA RFB EM CAMPO GRANDE	4	25103
170110	INSPETORIA DA RFB EM CORUMBA	4	25103
170111	INSPETORIA DA RFB EM PONTA PORA	4	25103
170116	SUPERINTENDENCIA REGIONAL DA RFB NA 7A RF	4	25103
170118	ALFANDEGA DA RFB PORTO DO RIO DE JANEIRO	4	25103
170119	DELEGACIA DA RFB EM VOLTA REDONDA	4	25103
170120	DELEGACIA DA RFB EM CAMPOS GOYTACAZES	4	25103
170121	DELEGACIA DA RFB EM NITEROI	4	25103
170122	DELEGACIA DA RFB EM NOVA IGUACU	4	25103
170125	ALFANDEGA DA RFB AEROP.INTERNAC. RIO JANEIRO	4	25103
170133	SUPERINTENDENCIA REGIONAL DA RFB NA 8A RF	4	25103
170134	DELEGACIA DA RFB EM ARACATUBA	4	25103
170135	DELEGACIA DA RFB EM BAURU	4	25103
170136	DELEGACIA DA RFB EM CAMPINAS	4	25103
170137	DELEGACIA DA RFB EM PRESIDENTE PRUDENTE	4	25103
170138	DELEGACIA DA RFB EM RIBEIRAO PRETO	4	25103
170139	DELEGACIA DA RFB EM S.JOSE DO RIO PRETO	4	25103
170141	DELEGACIA DA RFB EM SANTOS	4	25103
170142	DELEGACIA DA RFB EM SOROCABA	4	25103
170143	DELEGACIA DA RFB EM TAUBATE	4	25103
170144	DELEGACIA DA RFB EM GUARULHOS	4	25103
170145	DELEGACIA DA RFB EM LIMEIRA	4	25103
170146	DELEGACIA DA RFB EM OSASCO	4	25103
170147	DELEGACIA DA RFB EM SANTO ANDRE	4	25103
170148	ALFANDEGA DA RFB AEROP.INTERNAC.DE VIRACOPOS	4	25103
170150	ALFANDEGA DA RFB AEROP.INTERNAC.DE GUARULHOS	4	25103
170156	SUPERINTENDENCIA REGIONAL DA RFB NA 9A RF	4	25103
170157	DELEGACIA DA RFB EM CASCAVEL	4	25103
170158	DELEGACIA DA RFB EM CURITIBA	4	25103
170159	DELEGACIA DA RFB EM LONDRINA	4	25103
170160	DELEGACIA DA RFB EM PONTA GROSSA	4	25103
170161	DELEGACIA DA RFB EM MARINGA	4	25103
170162	DELEGACIA DA RFB EM FOZ DO IGUACU	4	25103
170163	ALFANDEGA DA RFB PORTO DE PARANAGUA	4	25103
170168	ALFANDEGA DA RFB PORTO DE SANTOS	4	25103
170169	DELEGACIA DA RFB EM FLORIANOPOLIS	4	25103
170170	DELEGACIA DA RFB EM JOACABA	4	25103
170171	DELEGACIA DA RFB EM JOINVILLE	4	25103
170172	ALFANDEGA DA RFB PORTO DE ITAJAI	4	25103
170177	SUPERINTENDENCIA REGIONAL DA RFB NA 10A RF	4	25103
170178	DELEGACIA DA RFB EM CAXIAS DO SUL	4	25103
170179	DELEGACIA DA RFB EM PASSO FUNDO	4	25103
170180	DELEGACIA DA RFB EM PELOTAS	4	25103
170181	DELEGACIA DA RFB EM PORTO ALEGRE	4	25103
170182	ALFANDEGA DA RFB PORTO DE RIO GRANDE	4	25103
170183	DELEGACIA DA RFB EM SANTA MARIA	4	25103
170184	DELEGACIA DA RFB EM NOVO HAMBURGO	4	25103
170185	DELEGACIA DA RFB EM SANTO ANGELO	4	25103
170186	DELEGACIA DA RFB EM URUGUAIANA	4	25103
170187	INSPETORIA DA RFB EM SANTANA DO LIVRAMENTO	4	25103
170192	DELEGACIA DA RFB EM CUIABA	4	25103
170198	DELEGACIA DA RFB EM GOIANIA	4	25103
170209	DELEGACIA DA RFB EM MANAUS	4	25103
170217	SUPERINTENDENCIA REGIONAL DA RFB NA 2A RF	4	25103
170226	ALFANDEGA DA RFB PORTO DE SALVADOR	4	25103
170227	INSPETORIA DA RFB EM BELO HORIZONTE	4	25103
170247	INSPETORIA DA RFB EM MUNDO NOVO	4	25103
170257	DELEGACIA DA RFB NO RJ I	4	25103
170258	INSPETORIA DA RFB NO RIO DE JANEIRO	4	25103
170259	DELEG. ESP.DA RFB DE FISC DE COM. EXTERIOR	4	25103
170261	DELEGACIA DA RFB EM S.BERNARDO DO CAMPO	4	25103
170262	DELEGACIA DA RFB EM S.JOSE DOS CAMPOS	4	25103
170263	DELEGACIA DA RFB EM SANTA CRUZ DO SUL	4	25103
170269	INSPETORIA DA RFB EM PORTO ALEGRE	4	25103
170270	INSPETORIA DA RFB EM CHUI	4	25103
170271	DELEGACIA DA RFB EM PALMAS	4	25103
170279	CORREGEDORIA-GERAL DA RFB	4	25103
170287	DELEGACIA DA RFB EM MARILIA	4	25103
170290	DELEGACIA DA RFB JULGAMENTO EM CAMPO GRANDE	4	25103
170293	DELEGACIA DA RFB JULGAMENTO EM FORTALEZA	4	25103
170295	DELEGACIA DA RFB JULGAMENTO EM SALVADOR	4	25103
170296	DELEGACIA DA RFB JULGAMENTO EM BELO HORIZONTE	4	25103
170297	DELEGACIA DA RFB JULGAMENTO EM JUIZ DE FORA	4	25103
170298	DELEGACIA DA RFB JULGAMENTO RIO DE JANEIRO-I	4	25103
170299	DELEGACIA DA RFB JULGAMENTO EM SAO PAULO-I	4	25103
170302	DELEGACIA DA RFB JULGAMENTO EM CURITIBA	4	25103
170305	DELEGACIA DA RFB JULGAMENTO EM PORTO ALEGRE	4	25103
170307	DELEGACIA DA RFB JULGAMENTO EM RIBERAO PRETO	4	25103
170312	DELEGACIA ESPEC.RFB DE ADMIN. TRIBUTÁRIA/SP	4	25103
170313	DELEGACIA DA RFB ESP.INST.FINANCEIRAS EM SP	4	25103
170314	DELEGACIA DA RFB EM BLUMENAU	4	25103
170315	DELEGACIA DA RFB EM LAGES	4	25103
170317	ALFANDEGA DA RFB PORTO DE ITAGUAI	4	25103
170318	DELEGACIA DA RFB EM JUNDIAI	4	25103
170320	DELEGACIA ESPECIAL MAIORES CONTRIBUINTES SP	4	25103
170321	DELEGACIA DA RFB EM PIRACICABA	4	25103
170322	DELEGACIA DA RFB EM ARARAQUARA	4	25103
170323	DELEGACIA DA RFB EM FRANCA	4	25103
170324	DELEGACIA DA RFB EM CORONEL FABRICIANO	4	25103
170325	DELEGACIA DA RFB EM POCOS DE CALDAS	4	25103
170326	DELEGACIA DA RFB LAURO DE FREITAS	4	25103
170327	DELEGACIA DA RFB EM ITABUNA	4	25103
170328	DELEGACIA DA RFB EM SETE LAGOAS	4	25103
170330	DELEGACIA DA RFB EM SOBRAL	4	25103
170335	DELEGACIA DA RFB EM MOSSORO	4	25103
170337	DELEGACIA DA RFB EM FLORIANO	4	25103
170338	DELEGACIA DA RFB EM CAMPINA GRANDE	4	25103
170342	INSPETORIA DA RFB EM FLORIANOPOLIS	4	25103
170343	INSPETORIA DA RFB EM CURITIBA	4	25103
170382	ALFANDEGA DA RFB AEROP.INTERNAC.DE SALVADOR	4	25103
170383	DELEGACIA DA RFB NO RIO DE JANEIRO II	4	25103
170385	DELEGACIA DA RFB DE FISCALIZAÇÃO EM SÃO PAULO	4	25103
170386	DELEGACIA DA RFB EM MACAE	4	25103
170387	ALFANDEGA DA RFB AEROP.INTERNAC.PINTO MARTINS	4	25103
170388	DELEGACIA DA RFB EM DOURADOS	4	25103
170389	ALFANDEGA DA RFB PORTO DE SÃO FRANC.DO SUL	4	25103
170494	DELEG. ESPECIAL RFB DE MAIORES CONTRIBUINTES	4	25103
170516	DELEGACIA DA RFB EM ANAPOLIS	4	25103
170533	ALFANDEGA DA RFB EM SAO PAULO	4	25103
170551	DELEGACIA DA RFB EM BARUERI	4	25103
170008	PROCURADORIA GERAL DA FAZENDA NACIONAL	4	25104
173030	COMISSÃO DE VALORES MOBILIÁRIOS	4	25203
803030	SERPRO - REGIONAL FORTALEZA	4	25207
803070	SERPRO - REGIONAL RIO DE JANEIRO	4	25207
803080	SERPRO - REGIONAL SAO PAULO	4	25207
806030	SERPRO - REGIONAL BRASILIA	4	25207
173039	SUPERINTENDENCIA DE SEGUROS PRIVADOS - RJ	4	25208
170009	ESCOLA DE ADMINISTRACAO FAZENDARIA	4	25913
170077	CENTRO REGIONAL DE TREINAMENTO DA ESAF/BA	4	25913
170087	CENTRO REGIONAL DE TREINAMENTO DA ESAF/MG	4	25913
170132	CENTRO REGIONAL DE TREINAMENTO DA ESAF/SP	4	25913
170155	CENTRO REGIONAL DE TREINAMENTO DA ESAF/PR	4	25913
170216	CENTRO REGIONAL DE TREINAMENTO DA ESAF/PA	4	25913
170394	FCDF±SSP±CORPO BOMBEIRO MILITAR DO DF	28	73901
170395	FCDF±SSP ± POLICIA CIVIL DO DF	28	73901
150002	SUBSECRETARIA DE ASSUNTOS ADMINISTRATIVOS/MEC	12	26101
150011	SECRETARIA DE EDUCACAO SUPERIOR	12	26101
150016	SECRETARIA DE EDUC.PROFISSIONAL E TECNOLOGICA	12	26101
150019	SECRETARIA DE EDUCACAO BASICA	12	26101
150028	SECRETARIA DE EDUC.CONT.ALF.E DIVERSIDADE	12	26101
152389	SECRETARIA DE ARTIC. C/ OS SISTEMAS DE ENSINO	12	26101
152390	SECRETARIA REG. E SUPERVISãO DA ED. SUPERIOR	12	26101
152005	INSTITUTO NACIONAL DE EDUCACAO DE SURDOS-RJ	12	26104
152004	INSTITUTO BENJAMIN CONSTANT-RJ	12	26105
153167	COLEGIO PEDRO II	12	26201
154421	FUND. UNIVERSIDADE FEDERAL VALE SAO FRANCISCO	12	26230
153037	UNIVERSIDADE FEDERAL DE ALAGOAS	12	26231
